3397,"Mortality rate, neonatal (per 1,000 live births)","per 1,000 live births","Neonatal mortality rate is the number of neonates dying before reaching 28 days of age, per 1,000 live births in a given year.",7/6/17 9:03,12/11/18 20:12,SH.DYN.NMRT,,1960-2017,563,2059,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,"Mortality rate, under-5 (per 1,000 live births)","per 1,000 live births","Under-five mortality rate is the probability per 1,000 that a newborn baby will die before reaching age five, if subject to age-specific mortality rates of the specified year.",7/6/17 9:03,6/4/19 5:09,SH.DYN.MORT,,1960-2017,563,2060,\N,"{\name\"": \""Child mortality\"""," \""unit\"": \""%\"""," \""shortUnit\"": \""%\"""," \""tolerance\"": 5"," \""isProjection\"": false"," \""conversionFactor\"": 0.1}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,WHO region,,"WHO Member Countries are grouped into six regions, called WHO regions.",8/1/17 16:11,2/28/18 8:58,\N,Global ,2017,659,2809,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42452,Universal suffrage to women (OWID based on Paxton et al (2006)),,"Right to vote to all women in a country, granted in that year or any previous year. The values are coded as Yes and No. ",9/14/17 12:36,2/28/18 8:58,\N,Global by country ,1893-2017,927,6786,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42453,First women in parliament (OWID based on Paxton et al (2006)),,"First female member of parliament (MP) in a country, elected in that year or any previous year. The values are coded as Yes and No. ",9/14/17 12:36,2/28/18 8:58,\N,Global by country,1893-2017,927,6786,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42454,10% Share of women in parliament (OWID based on Paxton et al (2006)),,"At least 10% of seats in a country's parliament occupied by women, in that year or any previous year. The values are coded as Yes and No. ",9/14/17 12:36,2/28/18 8:58,\N,Global by country,1893-2017,927,6786,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42455,20% Share of women in parliament (OWID based on Paxton et al (2006)),,"At least 20% of seats in a country's parliament occupied by women, in that year or any previous year. The values are coded as Yes and No. ",9/14/17 12:36,2/28/18 8:58,\N,Global by country,1893-2017,927,6786,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42456,30% Share of women in parliament (OWID based on Paxton et al (2006)),,"At least 30% of seats in a country's parliament occupied by women, in that year or any previous year. The values are coded as Yes and No. ",9/14/17 12:36,2/28/18 8:58,\N,Global by country,1893-2017,927,6786,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42619,World Region according to the World Bank,,,10/8/17 17:24,2/28/18 8:58,\N,,,960,6819,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56603,DALYs (Disability-Adjusted Life Years) - All causes - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:27,4/24/19 0:42,2 294 3 27 3,,,1463,12773,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56616,"DALYs (Disability-Adjusted Life Years) - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: Age-standardized (Rate)",Rate,\N,11/20/17 15:27,4/24/19 0:43,2 295 3 27 3,,,1464,12774,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57414,Deaths - Cervical cancer - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:27,4/24/19 2:05,1 432 3 27 3,,,1529,12839,\N,"{\name\"": \""Cervical cancer\"""," \""unit\"": \""per 100","000\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57497,Deaths - Injuries - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:27,4/24/19 2:13,1 687 3 27 3,,,1538,12848,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57523,Deaths - Road injuries - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 27 3,,,1540,12850,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57614,Deaths - All causes - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:27,4/23/19 23:22,1 294 3 27 3,,,1463,12773,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57627,"Deaths - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: Age-standardized (Rate)",Rate,\N,11/20/17 15:27,4/23/19 23:23,1 295 3 27 3,,,1464,12774,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57788,Deaths - Digestive diseases - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/24/19 2:19,1 526 3 1 3,,,1555,12865,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57965,Deaths - Tuberculosis - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 27 3,,,1466,12776,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58017,Deaths - Diarrheal diseases - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:27,4/23/19 23:24,1 302 3 27 3,,,1470,12780,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58071,Deaths - Lower respiratory infections - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/23/19 23:25,1 322 3 1 3,,,1480,12790,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58199,Deaths - Whooping cough - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/24/19 2:45,1 339 3 1 3,,,1567,12877,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58223,Deaths - Congenital birth defects - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/24/19 2:11,1 641 3 1 3,,,1433,12743,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58492,Deaths - Non-communicable diseases - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/24/19 1:59,1 409 3 1 3,,,1580,12890,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59034,Deaths - Neonatal disorders - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/24/19 1:45,1 380 3 1 3,,,1630,12940,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59039,Deaths - Neonatal preterm birth complications - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/24/19 1:45,1 381 3 1 3,,,1631,12941,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59044,Deaths - Neonatal encephalopathy due to birth asphyxia and trauma - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/24/19 1:45,1 382 3 1 3,,,1632,12942,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59059,Deaths - Other neonatal disorders - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/24/19 1:45,1 385 3 1 3,,,1524,12834,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59064,Deaths - Nutritional deficiencies - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:27,4/24/19 1:56,1 386 3 1 3,,,1525,12835,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59221,Deaths - Chronic respiratory diseases - Sex: Both - Age: 5-14 years (Rate),Rate,\N,11/20/17 15:27,4/24/19 2:15,1 508 3 23 3,,,1429,12739,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59223,Deaths - Chronic respiratory diseases - Sex: Both - Age: 15-49 years (Rate),Rate,\N,11/20/17 15:27,4/24/19 2:15,1 508 3 24 3,,,1429,12739,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59225,Deaths - Chronic respiratory diseases - Sex: Both - Age: 50-69 years (Rate),Rate,\N,11/20/17 15:27,4/24/19 2:15,1 508 3 25 3,,,1429,12739,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60964,Deaths - Hepatitis - Sex: Both - Age: All Ages (Rate),Rate,\N,11/20/17 15:28,4/24/19 1:58,1 400 3 22 3,,,1711,13021,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61023,Deaths - Non-communicable diseases - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/24/19 1:59,1 409 3 27 3,,,1580,12890,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61025,Deaths - Neoplasms - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:28,4/24/19 1:59,1 410 3 1 3,,,1715,13025,\N,"{\name\"": \""Under-5s\"""," \""unit\"": \""per 100","000\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61027,Deaths - Neoplasms - Sex: Both - Age: All Ages (Rate),Rate,\N,11/20/17 15:28,4/24/19 1:59,1 410 3 22 3,,,1715,13025,\N,"{\name\"": \""All ages (not age-standardized)\"""," \""unit\"": \""per 100","000\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61121,Deaths - Drowning - Sex: Both - Age: 70+ years (Rate),Rate,\N,11/20/17 15:28,4/24/19 1:37,1 698 3 26 3,,,1577,12887,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61135,"Deaths - Fire, heat, and hot substances - Sex: Both - Age: Age-standardized (Rate)",Rate,\N,11/20/17 15:28,4/24/19 1:37,1 699 3 27 3,,,1502,12812,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61507,Deaths - Venomous animal contact - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/24/19 1:46,1 710 3 27 3,,,1510,12820,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61538,Deaths - Protein-energy malnutrition - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:28,4/24/19 1:56,1 387 3 1 3,,,1526,12836,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61683,Deaths - Pancreatic cancer - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/24/19 2:07,1 456 3 27 3,,,1724,13034,\N,"{\name\"": \""Pancreatic cancer\"""," \""unit\"": \""per 100","000\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61732,Deaths - Kidney cancer - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/24/19 2:08,1 471 3 27 3,,,1479,12789,\N,"{\name\"": \""Kidney cancer\"""," \""unit\"": \""per 100","000\""}""",0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61845,Deaths - Cardiovascular diseases - Sex: Both - Age: 50-69 years (Rate),Rate,\N,11/20/17 15:28,4/24/19 2:02,1 491 3 25 3,,,1494,12804,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61887,Deaths - Cerebrovascular disease - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/24/19 2:03,1 494 3 27 3,,,1497,12807,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62069,DALYs (Disability-Adjusted Life Years) - Schizophrenia - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:28,2 559 3 27 3,,,1732,13042,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62084,DALYs (Disability-Adjusted Life Years) - Drug use disorders - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:29,2 561 3 1 3,,,1591,12901,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62088,DALYs (Disability-Adjusted Life Years) - Drug use disorders - Sex: Both - Age: 5-14 years (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:29,2 561 3 23 3,,,1591,12901,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62170,DALYs (Disability-Adjusted Life Years) - Depressive disorders - Sex: Both - Age: 50-69 years (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:32,2 567 3 25 3,,,1734,13044,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62172,DALYs (Disability-Adjusted Life Years) - Depressive disorders - Sex: Both - Age: 70+ years (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:32,2 567 3 26 3,,,1734,13044,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62212,DALYs (Disability-Adjusted Life Years) - Bipolar disorder - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:52,2 570 3 27 3,,,1737,13047,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62214,DALYs (Disability-Adjusted Life Years) - Anxiety disorders - Sex: Both - Age: Under 5 (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:52,2 571 3 1 3,,,1738,13048,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62238,DALYs (Disability-Adjusted Life Years) - Eating disorders - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:53,2 572 3 27 3,,,1729,13039,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62277,DALYs (Disability-Adjusted Life Years) - Autistic spectrum disorders - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:54,2 575 3 27 3,,,1739,13049,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62410,DALYs (Disability-Adjusted Life Years) - Kidney cancer - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/24/19 2:57,2 471 3 27 3,,,1479,12789,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62921,DALYs (Disability-Adjusted Life Years) - Non-communicable diseases - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/24/19 2:39,2 409 3 27 3,,,1580,12890,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63096,DALYs (Disability-Adjusted Life Years) - Mental and substance use disorders - Sex: Both - Age: All Ages (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:28,2 558 3 22 3,,,1589,12899,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63104,DALYs (Disability-Adjusted Life Years) - Mental and substance use disorders - Sex: Both - Age: 70+ years (Rate),Rate,\N,11/20/17 15:28,4/23/19 23:28,2 558 3 26 3,,,1589,12899,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63466,DALYs (Disability-Adjusted Life Years) - Cervical cancer - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/24/19 0:46,2 432 3 27 3,,,1529,12839,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63570,DALYs (Disability-Adjusted Life Years) - Pancreatic cancer - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 15:28,4/24/19 0:50,2 456 3 27 3,,,1724,13034,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64776,Deaths - Unsafe water source - Sex: Both - Age: Age-standardized (Rate),Rate,\N,11/20/17 19:26,4/23/19 16:27,1 83 3 27 3,,,1815,13125,\N,{},0,\N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
